frame,note,p_spoof_tight,p_spoof_m96
Alejandro_Atchugarry_0001.jpg,ok,0.3085,0.4343
Alejandro_Atchugarry_0002.jpg,ok,0.3447,0.2764
Alejandro_Avila_0001.jpg,ok,0.5677,0.4846
Alejandro_Avila_0002.jpg,ok,0.6001,0.5708
Alejandro_Avila_0003.jpg,ok,0.4334,0.4325
Alejandro_Fernandez_0001.jpg,ok,0.3255,0.2888
Alejandro_Gonzalez_Inarritu_0001.jpg,ok,0.3469,0.3017
Alejandro_Lembo_0001.jpg,ok,0.4360,0.4230
Alejandro_Lerner_0001.jpg,ok,0.3654,0.4170
Alejandro_Lopez_0001.jpg,ok,0.5677,0.4620
Alejandro_Toledo_0001.jpg,ok,0.4132,0.4656
Alejandro_Toledo_0002.jpg,ok,0.4763,0.4878
Alejandro_Toledo_0003.jpg,ok,0.4727,0.4535
Alejandro_Toledo_0004.jpg,ok,0.4608,0.4592
Alejandro_Toledo_0005.jpg,ok,0.4621,0.4804
Alejandro_Toledo_0006.jpg,ok,0.4945,0.5047
Alejandro_Toledo_0007.jpg,ok,0.4457,0.5323
Alejandro_Toledo_0008.jpg,ok,0.4834,0.5148
Alejandro_Toledo_0009.jpg,ok,0.4624,0.4832
Alejandro_Toledo_0010.jpg,ok,0.4749,0.5096
Alejandro_Toledo_0011.jpg,ok,0.5049,0.5230
Alejandro_Toledo_0012.jpg,ok,0.3002,0.3628
Alejandro_Toledo_0013.jpg,ok,0.3872,0.4804
Alejandro_Toledo_0014.jpg,ok,0.5402,0.5677
Alejandro_Toledo_0015.jpg,ok,0.4853,0.5262
Alejandro_Toledo_0016.jpg,ok,0.4868,0.5143
Alejandro_Toledo_0017.jpg,ok,0.3996,0.4925
Alejandro_Toledo_0018.jpg,ok,0.4436,0.4695
Alejandro_Toledo_0019.jpg,ok,0.4893,0.5080
Alejandro_Toledo_0020.jpg,ok,0.5057,0.4974
Alejandro_Toledo_0021.jpg,ok,0.4015,0.4236
Alejandro_Toledo_0022.jpg,ok,0.5313,0.5517
Alejandro_Toledo_0023.jpg,ok,0.4899,0.5039
Alejandro_Toledo_0024.jpg,ok,0.4397,0.4966
Alejandro_Toledo_0025.jpg,ok,0.4405,0.4861
Alejandro_Toledo_0026.jpg,ok,0.4256,0.4455
Alejandro_Toledo_0027.jpg,ok,0.3619,0.3869
Alejandro_Toledo_0028.jpg,ok,0.3099,0.4755
Alejandro_Toledo_0029.jpg,ok,0.4545,0.5086
Alejandro_Toledo_0030.jpg,ok,0.4417,0.4867
Alejandro_Toledo_0031.jpg,ok,0.4568,0.4850
Alejandro_Toledo_0032.jpg,ok,0.4044,0.4932
Alejandro_Toledo_0033.jpg,ok,0.4817,0.5268
Alejandro_Toledo_0034.jpg,ok,0.4670,0.4832
Alejandro_Toledo_0035.jpg,ok,0.5041,0.5497
Alejandro_Toledo_0036.jpg,ok,0.4765,0.4326
Alejandro_Toledo_0037.jpg,ok,0.4288,0.4393
Alejandro_Toledo_0038.jpg,ok,0.4484,0.4394
Alejandro_Toledo_0039.jpg,ok,0.4039,0.4769
Alek_Wek_0001.jpg,ok,0.3602,0.4289
Aleksander_Kwasniewski_0001.jpg,ok,0.4813,0.4940
Aleksander_Kwasniewski_0002.jpg,ok,0.4831,0.4895
Aleksander_Kwasniewski_0003.jpg,ok,0.4964,0.4860
Aleksander_Kwasniewski_0004.jpg,ok,0.4747,0.4668
Aleksander_Voloshin_0001.jpg,ok,0.4745,0.4833
Alessandra_Cerna_0001.jpg,ok,0.4796,0.4360
Alessandro_Nesta_0001.jpg,ok,0.3803,0.3768
Alex_Barros_0001.jpg,ok,0.5841,0.4909
Alex_Barros_0002.jpg,ok,0.4920,0.4732
Alex_Cabrera_0001.jpg,ok,0.5151,0.4375
Alex_Cejka_0001.jpg,ok,0.3963,0.4201
Alex_Corretja_0001.jpg,ok,0.4134,0.4837
Alex_Ferguson_0001.jpg,ok,0.4309,0.4775
Alex_Gonzalez_0001.jpg,ok,0.4308,0.4504
Alex_Holmes_0001.jpg,ok,0.5790,0.5123
Alex_King_0001.jpg,ok,0.4088,0.4171
Alex_Penelas_0001.jpg,ok,0.4923,0.4483
Alex_Penelas_0002.jpg,ok,0.4137,0.4936
Alex_Popov_0001.jpg,ok,0.4572,0.4783
Alex_Sink_0001.jpg,ok,0.4131,0.4645
Alex_Sink_0002.jpg,ok,0.4636,0.4466
Alex_Sink_0003.jpg,ok,0.4250,0.3997
Alex_Wallau_0001.jpg,ok,0.4162,0.4309
Alex_Zanardi_0001.jpg,ok,0.3020,0.3829
Alexa_Loren_0001.jpg,ok,0.6440,0.5201
Alexa_Vega_0001.jpg,ok,0.4693,0.4371
Alexander_Downer_0001.jpg,ok,0.3919,0.3229
Alexander_Downer_0002.jpg,ok,0.4488,0.4951
Alexander_Downer_0003.jpg,ok,0.4202,0.4008
Alexander_Downer_0004.jpg,ok,0.4635,0.4793
Alexander_Losyukov_0001.jpg,ok,0.4400,0.5212
Alexander_Losyukov_0002.jpg,ok,0.4043,0.4047
Alexander_Losyukov_0003.jpg,ok,0.4230,0.3680
Alexander_Losyukov_0004.jpg,ok,0.3436,0.3478
Alexander_Lukashenko_0001.jpg,ok,0.3657,0.4364
Alexander_Payne_0001.jpg,ok,0.5258,0.5069
Alexander_Rumyantsev_0001.jpg,ok,0.4311,0.3816
Alexander_Rumyantsev_0002.jpg,ok,0.5423,0.5069
Alexandra_Jackson_0001.jpg,ok,0.3895,0.3453
Alexandra_Pelosi_0001.jpg,ok,0.3471,0.4601
Alexandra_Rozovskaya_0001.jpg,ok,0.3469,0.3681
Alexandra_Spann_0001.jpg,ok,0.4013,0.4638
Alexandra_Stevenson_0001.jpg,ok,0.4510,0.5192
Alexandra_Stevenson_0002.jpg,ok,0.4556,0.5284
Alexandra_Stevenson_0003.jpg,ok,0.5019,0.4980
Alexandra_Vodjanikova_0001.jpg,ok,0.4221,0.3255
Alexandra_Vodjanikova_0002.jpg,ok,0.3410,0.3545
Alexandre_Daigle_0001.jpg,ok,0.2681,0.2812
Alexandre_Despatie_0001.jpg,ok,0.4471,0.5027
Alexandre_Herchcovitch_0001.jpg,ok,0.4493,0.4008
Alexandre_Vinokourov_0001.jpg,ok,0.4609,0.5063
Alexis_Bledel_0001.jpg,ok,0.4475,0.4638
Alexis_Dennisoff_0001.jpg,ok,0.3507,0.3576
Alfonso_Cuaron_0001.jpg,ok,0.3651,0.4776
Alfonso_Portillo_0001.jpg,ok,0.5014,0.5171
Alfonso_Soriano_0001.jpg,ok,0.4694,0.4583
Alfred_Ford_0001.jpg,ok,0.4083,0.4514
Alfred_Sant_0001.jpg,ok,0.5027,0.4734
Alfredo_Moreno_0001.jpg,ok,0.4620,0.4713
Alfredo_Pena_0001.jpg,ok,0.4472,0.4389
Alfredo_di_Stefano_0001.jpg,ok,0.4185,0.5229
Ali_Abbas_0001.jpg,ok,0.3636,0.4225
Ali_Abbas_0002.jpg,ok,0.4296,0.5101
Ali_Abdullah_Saleh_0001.jpg,ok,0.5002,0.5383
Ali_Adbul_Karim_Madani_0001.jpg,ok,0.4240,0.3797
Ali_Ahmeti_0001.jpg,ok,0.4831,0.5213
Ali_Bin_Hussein_0001.jpg,ok,0.4661,0.4983
Ali_Fallahian_0001.jpg,ok,0.4427,0.4940
Ali_Hammoud_0001.jpg,ok,0.4392,0.5022
Ali_Khamenei_0001.jpg,ok,0.5055,0.4386
Ali_Khamenei_0002.jpg,ok,0.4716,0.4458
Ali_Khamenei_0003.jpg,ok,0.4932,0.5256
Ali_Mohammed_Maher_0001.jpg,ok,0.3381,0.3848
Ali_Naimi_0001.jpg,ok,0.4661,0.4745
Ali_Naimi_0002.jpg,ok,0.4521,0.4586
Ali_Naimi_0003.jpg,ok,0.4481,0.4896
Ali_Naimi_0004.jpg,ok,0.4510,0.4540
Ali_Naimi_0005.jpg,ok,0.3782,0.4097
Ali_Naimi_0006.jpg,ok,0.4438,0.4225
Ali_Naimi_0007.jpg,ok,0.3592,0.4298
Ali_Naimi_0008.jpg,ok,0.4207,0.4621
Alice_Fisher_0001.jpg,ok,0.4120,0.4209
Alice_Fisher_0002.jpg,ok,0.3593,0.4396
Alicia_Hollowell_0001.jpg,ok,0.4504,0.5144
Alicia_Keys_0001.jpg,ok,0.3657,0.4254
Alicia_Molik_0001.jpg,ok,0.5101,0.5268
Alicia_Silverstone_0001.jpg,ok,0.3852,0.3883
Alicia_Silverstone_0002.jpg,ok,0.4056,0.3284
Alicia_Witt_0001.jpg,ok,0.3941,0.4393
Alimzhan_Tokhtakhounov_0001.jpg,ok,0.3439,0.4074
Alimzhan_Tokhtakhounov_0002.jpg,ok,0.4222,0.4508
Alina_Kabaeva_0001.jpg,ok,0.4872,0.4837
Aline_Chretien_0001.jpg,ok,0.3333,0.3653
Alisha_Richman_0001.jpg,ok,0.3329,0.2842
Alison_Krauss_0001.jpg,ok,0.2291,0.3635
Alison_Lohman_0001.jpg,ok,0.3192,0.4103
Alison_Lohman_0002.jpg,ok,0.4700,0.3917
Alistair_MacDonald_0001.jpg,ok,0.3740,0.3432
Allan_Houston_0001.jpg,ok,0.4721,0.4749
Allan_Kemakeza_0001.jpg,ok,0.3924,0.4208
Allan_Wagner_0001.jpg,ok,0.4734,0.4614
Allen_Iverson_0001.jpg,ok,0.4886,0.4683
Allen_Iverson_0002.jpg,ok,0.4596,0.4781
Allen_Rock_0001.jpg,ok,0.4542,0.4886
Allison_Janney_0001.jpg,ok,0.3653,0.4523
Allison_Janney_0002.jpg,ok,0.3534,0.4425
Allison_Searing_0001.jpg,ok,0.3768,0.4384
Ally_Sheedy_0001.jpg,ok,0.4049,0.4045
Allyson_Felix_0001.jpg,ok,0.4162,0.4048
Allyson_Felix_0002.jpg,ok,0.3887,0.3878
Allyson_Felix_0003.jpg,ok,0.3350,0.3559
Allyson_Felix_0004.jpg,ok,0.3297,0.4025
Allyson_Felix_0005.jpg,ok,0.4455,0.4443
Alma_Powell_0001.jpg,ok,0.3389,0.3765
Almeida_Baptista_0001.jpg,ok,0.4521,0.4838
Alonzo_Mourning_0001.jpg,ok,0.4061,0.3884
Alvaro_Noboa_0001.jpg,ok,0.3169,0.3584
Alvaro_Noboa_0002.jpg,ok,0.2925,0.3992
Alvaro_Noboa_0003.jpg,ok,0.3926,0.4232
Alvaro_Silva_Calderon_0001.jpg,ok,0.4152,0.4755
Alvaro_Silva_Calderon_0002.jpg,ok,0.4208,0.4730
Alvaro_Silva_Calderon_0003.jpg,ok,0.4376,0.4120
Alvaro_Silva_Calderon_0004.jpg,ok,0.4014,0.4176
Alvaro_Uribe_0001.jpg,ok,0.4281,0.4667
Alvaro_Uribe_0002.jpg,ok,0.4547,0.5120
Alvaro_Uribe_0003.jpg,ok,0.4711,0.4950
Alvaro_Uribe_0004.jpg,ok,0.3850,0.4989
Alvaro_Uribe_0005.jpg,ok,0.4377,0.4588
Alvaro_Uribe_0006.jpg,ok,0.4635,0.4544
Alvaro_Uribe_0007.jpg,ok,0.4492,0.4465
Alvaro_Uribe_0008.jpg,ok,0.4299,0.5033
Alvaro_Uribe_0009.jpg,ok,0.4575,0.4774
Alvaro_Uribe_0010.jpg,ok,0.4463,0.5741
Alvaro_Uribe_0011.jpg,ok,0.4417,0.5539
Alvaro_Uribe_0012.jpg,ok,0.4073,0.5177
Alvaro_Uribe_0013.jpg,ok,0.4326,0.3541
Alvaro_Uribe_0014.jpg,ok,0.4439,0.4560
Alvaro_Uribe_0015.jpg,ok,0.3699,0.4801
Alvaro_Uribe_0016.jpg,ok,0.4153,0.4175
Alvaro_Uribe_0017.jpg,ok,0.4574,0.4628
Alvaro_Uribe_0018.jpg,ok,0.4502,0.4776
Alvaro_Uribe_0019.jpg,ok,0.4304,0.4863
Alvaro_Uribe_0020.jpg,ok,0.3371,0.3928
Alvaro_Uribe_0021.jpg,ok,0.4886,0.5015
Alvaro_Uribe_0022.jpg,ok,0.4613,0.4902
Alvaro_Uribe_0023.jpg,ok,0.4385,0.4311
Alvaro_Uribe_0024.jpg,ok,0.4789,0.5099
Alvaro_Uribe_0025.jpg,ok,0.4667,0.5054
Alvaro_Uribe_0026.jpg,ok,0.4410,0.3886
Alvaro_Uribe_0027.jpg,ok,0.4578,0.4576
Alvaro_Uribe_0028.jpg,ok,0.4736,0.4755
Alvaro_Uribe_0029.jpg,ok,0.4348,0.4390
Alvaro_Uribe_0030.jpg,ok,0.4363,0.4597
Alvaro_Uribe_0031.jpg,ok,0.4861,0.4399
Alvaro_Uribe_0032.jpg,ok,0.4563,0.4879
Alvaro_Uribe_0033.jpg,ok,0.4634,0.5075
Alvaro_Uribe_0034.jpg,ok,0.3951,0.4146
Alvaro_Uribe_0035.jpg,ok,0.4691,0.5050
Aly_Wagner_0001.jpg,ok,0.2628,0.3117
Alyse_Beaupre_0001.jpg,ok,0.3377,0.2965
Alyson_Hannigan_0001.jpg,ok,0.4142,0.4666
Amanda_Beard_0001.jpg,ok,0.4210,0.4966
Amanda_Beard_0002.jpg,ok,0.3934,0.3533
Amanda_Bynes_0001.jpg,ok,0.3856,0.4289
Amanda_Bynes_0002.jpg,ok,0.2653,0.3215
Amanda_Bynes_0003.jpg,ok,0.4226,0.4001
Amanda_Bynes_0004.jpg,ok,0.4044,0.3990
Amanda_Coetzer_0001.jpg,ok,0.4418,0.5302
Amanda_Coetzer_0002.jpg,ok,0.5218,0.5182
Amanda_Marsh_0001.jpg,ok,0.2731,0.2945
