frame,note,p_fake_warp
Ajit_Agarkar_0001.jpg,ok,0.2770
Akbar_Al_Baker_0001.jpg,ok,0.4243
Akbar_Hashemi_Rafsanjani_0001.jpg,ok,0.0117
Akbar_Hashemi_Rafsanjani_0002.jpg,ok,0.0150
Akbar_Hashemi_Rafsanjani_0003.jpg,ok,0.0031
Akhmed_Zakayev_0001.jpg,ok,0.7403
Akhmed_Zakayev_0002.jpg,ok,0.8194
Akhmed_Zakayev_0003.jpg,ok,0.9100
Akiko_Morigami_0001.jpg,ok,0.3575
Akmal_Taher_0001.jpg,ok,0.0228
Al_Cardenas_0001.jpg,ok,0.6806
Al_Davis_0001.jpg,ok,0.6314
Al_Davis_0002.jpg,ok,0.2898
Al_Gore_0001.jpg,ok,0.1582
Al_Gore_0002.jpg,ok,0.5233
Al_Gore_0003.jpg,ok,0.0012
Al_Gore_0004.jpg,ok,0.3463
Al_Gore_0005.jpg,ok,0.0083
Al_Gore_0006.jpg,ok,0.3062
Al_Gore_0007.jpg,ok,0.3388
Al_Gore_0008.jpg,ok,0.3105
Al_Leiter_0001.jpg,ok,0.2688
Al_Pacino_0001.jpg,ok,0.2468
Al_Pacino_0002.jpg,ok,0.3126
Al_Pacino_0003.jpg,ok,0.2969
Al_Sharpton_0001.jpg,ok,0.0754
Al_Sharpton_0002.jpg,ok,0.0137
Al_Sharpton_0003.jpg,ok,0.2975
Al_Sharpton_0004.jpg,ok,0.1799
Al_Sharpton_0005.jpg,ok,0.0175
Al_Sharpton_0006.jpg,ok,0.0322
Al_Sharpton_0007.jpg,ok,0.1633
Alain_Cervantes_0001.jpg,ok,0.9954
Alain_Ducasse_0001.jpg,ok,0.6210
Alan_Ball_0001.jpg,ok,0.8462
Alan_Ball_0002.jpg,ok,0.5575
Alan_Dershowitz_0001.jpg,ok,0.4915
Alan_Dreher_0001.jpg,ok,0.0102
Alan_Greenspan_0001.jpg,ok,0.0211
Alan_Greenspan_0002.jpg,ok,0.7013
Alan_Greenspan_0003.jpg,ok,0.0401
Alan_Greenspan_0004.jpg,ok,0.0972
Alan_Greenspan_0005.jpg,ok,0.5383
Alan_Greer_0001.jpg,ok,0.9828
Alan_Jackson_0001.jpg,ok,0.9337
Alan_Mulally_0001.jpg,ok,0.0687
Alan_Mulally_0002.jpg,ok,0.6883
Alan_Stonecipher_0001.jpg,ok,0.6207
Alan_Tang_Kwong-wing_0001.jpg,ok,0.0495
Alan_Trammell_0001.jpg,ok,0.0465
Alan_Zemaitis_0001.jpg,ok,0.1530
Alanis_Morissette_0001.jpg,ok,0.0227
Alanna_Ubach_0001.jpg,ok,0.1172
Alastair_Campbell_0001.jpg,ok,0.6438
Alastair_Campbell_0002.jpg,ok,0.3856
Alastair_Campbell_0003.jpg,ok,0.1707
Alastair_Campbell_0004.jpg,ok,0.1197
Alastair_Campbell_0005.jpg,ok,0.0007
Alastair_Johnston_0001.jpg,ok,0.2518
Albaro_Recoba_0001.jpg,ok,0.4125
Albert_Brooks_0001.jpg,ok,0.9964
Albert_Costa_0001.jpg,ok,0.0227
Albert_Costa_0002.jpg,ok,0.0162
Albert_Costa_0003.jpg,ok,0.2741
Albert_Costa_0004.jpg,ok,0.0011
Albert_Costa_0005.jpg,ok,0.0162
Albert_Costa_0006.jpg,ok,0.0004
Albert_Montanes_0001.jpg,ok,0.1203
Albert_Pujols_0001.jpg,ok,0.3028
Alberta_Lee_0001.jpg,ok,0.2515
Alberto_Acosta_0001.jpg,ok,0.3868
Alberto_Fujimori_0001.jpg,ok,0.0128
Alberto_Fujimori_0002.jpg,ok,0.8326
Alberto_Gonzales_0001.jpg,ok,0.2386
Alberto_Ruiz_Gallardon_0001.jpg,ok,0.9653
Alberto_Ruiz_Gallardon_0002.jpg,ok,0.8964
Alberto_Sordi_0001.jpg,ok,0.5714
Albrecht_Mentz_0001.jpg,ok,0.4835
Albrecht_Mentz_0002.jpg,ok,0.3535
Aldo_Paredes_0001.jpg,ok,0.2089
Aldo_Paredes_0002.jpg,ok,0.0679
Alec_Baldwin_0001.jpg,ok,0.0225
Alec_Baldwin_0002.jpg,ok,0.5249
Alec_Baldwin_0003.jpg,ok,0.8868
Alec_Baldwin_0004.jpg,ok,0.0257
Alecos_Markides_0001.jpg,ok,0.8867
Alejandro_Atchugarry_0001.jpg,ok,0.4234
Alejandro_Atchugarry_0002.jpg,ok,0.6772
Alejandro_Avila_0001.jpg,ok,0.7128
Alejandro_Avila_0002.jpg,ok,0.3543
Alejandro_Avila_0003.jpg,ok,0.0590
Alejandro_Fernandez_0001.jpg,ok,0.0266
Alejandro_Gonzalez_Inarritu_0001.jpg,ok,0.0312
Alejandro_Lembo_0001.jpg,ok,0.6679
Alejandro_Lerner_0001.jpg,ok,0.0458
Alejandro_Lopez_0001.jpg,ok,0.0322
Alejandro_Toledo_0001.jpg,ok,0.0448
Alejandro_Toledo_0002.jpg,ok,0.0161
Alejandro_Toledo_0003.jpg,ok,0.4199
Alejandro_Toledo_0004.jpg,ok,0.2434
Alejandro_Toledo_0005.jpg,ok,0.1892
Alejandro_Toledo_0006.jpg,ok,0.1419
Alejandro_Toledo_0007.jpg,ok,0.1418
Alejandro_Toledo_0008.jpg,ok,0.1136
Alejandro_Toledo_0009.jpg,ok,0.6472
Alejandro_Toledo_0010.jpg,ok,0.1012
Alejandro_Toledo_0011.jpg,ok,0.7571
Alejandro_Toledo_0012.jpg,ok,0.3760
Alejandro_Toledo_0013.jpg,ok,0.7694
Alejandro_Toledo_0014.jpg,ok,0.6967
Alejandro_Toledo_0015.jpg,ok,0.1591
Alejandro_Toledo_0016.jpg,ok,0.2412
Alejandro_Toledo_0017.jpg,ok,0.0576
Alejandro_Toledo_0018.jpg,ok,0.4261
Alejandro_Toledo_0019.jpg,ok,0.4643
Alejandro_Toledo_0020.jpg,ok,0.0984
Alejandro_Toledo_0021.jpg,ok,0.2106
Alejandro_Toledo_0022.jpg,ok,0.1549
Alejandro_Toledo_0023.jpg,ok,0.2049
Alejandro_Toledo_0024.jpg,ok,0.1276
Alejandro_Toledo_0025.jpg,ok,0.0149
Alejandro_Toledo_0026.jpg,ok,0.0287
Alejandro_Toledo_0027.jpg,ok,0.1859
Alejandro_Toledo_0028.jpg,ok,0.5158
Alejandro_Toledo_0029.jpg,ok,0.0486
Alejandro_Toledo_0030.jpg,ok,0.0231
Alejandro_Toledo_0031.jpg,ok,0.0512
Alejandro_Toledo_0032.jpg,ok,0.0295
Alejandro_Toledo_0033.jpg,ok,0.6725
Alejandro_Toledo_0034.jpg,ok,0.0133
Alejandro_Toledo_0035.jpg,ok,0.0017
Alejandro_Toledo_0036.jpg,ok,0.0640
Alejandro_Toledo_0037.jpg,ok,0.0835
Alejandro_Toledo_0038.jpg,ok,0.5446
Alejandro_Toledo_0039.jpg,ok,0.0807
Alek_Wek_0001.jpg,ok,0.9701
Aleksander_Kwasniewski_0001.jpg,ok,0.2688
Aleksander_Kwasniewski_0002.jpg,ok,0.0062
Aleksander_Kwasniewski_0003.jpg,ok,0.6070
Aleksander_Kwasniewski_0004.jpg,ok,0.1595
Aleksander_Voloshin_0001.jpg,ok,0.9861
Alessandra_Cerna_0001.jpg,ok,0.0806
Alessandro_Nesta_0001.jpg,ok,0.0027
Alex_Barros_0001.jpg,ok,0.0480
Alex_Barros_0002.jpg,ok,0.6401
Alex_Cabrera_0001.jpg,ok,0.0289
Alex_Cejka_0001.jpg,ok,0.0294
Alex_Corretja_0001.jpg,ok,0.0146
Alex_Ferguson_0001.jpg,ok,0.3060
Alex_Gonzalez_0001.jpg,ok,0.8701
Alex_Holmes_0001.jpg,ok,0.4521
Alex_King_0001.jpg,ok,0.6399
Alex_Penelas_0001.jpg,ok,0.1747
Alex_Penelas_0002.jpg,ok,0.0087
Alex_Popov_0001.jpg,ok,0.5139
Alex_Sink_0001.jpg,ok,0.0114
Alex_Sink_0002.jpg,ok,0.1240
Alex_Sink_0003.jpg,ok,0.1102
Alex_Wallau_0001.jpg,ok,0.2427
Alex_Zanardi_0001.jpg,ok,0.0424
Alexa_Loren_0001.jpg,ok,0.2585
Alexa_Vega_0001.jpg,ok,0.1464
Alexander_Downer_0001.jpg,ok,0.0076
Alexander_Downer_0002.jpg,ok,0.1565
Alexander_Downer_0003.jpg,ok,0.0501
Alexander_Downer_0004.jpg,ok,0.7633
Alexander_Losyukov_0001.jpg,ok,0.5636
Alexander_Losyukov_0002.jpg,ok,0.7066
Alexander_Losyukov_0003.jpg,ok,0.0059
Alexander_Losyukov_0004.jpg,ok,0.5236
Alexander_Lukashenko_0001.jpg,ok,0.0038
Alexander_Payne_0001.jpg,ok,0.0332
Alexander_Rumyantsev_0001.jpg,ok,0.4400
Alexander_Rumyantsev_0002.jpg,ok,0.1680
Alexandra_Jackson_0001.jpg,ok,0.1876
Alexandra_Pelosi_0001.jpg,ok,0.1049
Alexandra_Rozovskaya_0001.jpg,ok,0.0044
Alexandra_Spann_0001.jpg,ok,0.9644
Alexandra_Stevenson_0001.jpg,ok,0.0011
Alexandra_Stevenson_0002.jpg,ok,0.0164
Alexandra_Stevenson_0003.jpg,ok,0.0003
Alexandra_Vodjanikova_0001.jpg,ok,0.0452
Alexandra_Vodjanikova_0002.jpg,ok,0.3177
Alexandre_Daigle_0001.jpg,ok,0.2518
Alexandre_Despatie_0001.jpg,ok,0.6422
Alexandre_Herchcovitch_0001.jpg,ok,0.0041
Alexandre_Vinokourov_0001.jpg,ok,0.1311
Alexis_Bledel_0001.jpg,ok,0.1285
Alexis_Dennisoff_0001.jpg,ok,0.7321
Alfonso_Cuaron_0001.jpg,ok,0.0035
Alfonso_Portillo_0001.jpg,ok,0.5364
Alfonso_Soriano_0001.jpg,ok,0.0961
Alfred_Ford_0001.jpg,ok,0.5260
Alfred_Sant_0001.jpg,ok,0.8123
Alfredo_Moreno_0001.jpg,ok,0.0386
Alfredo_Pena_0001.jpg,ok,0.7832
Alfredo_di_Stefano_0001.jpg,ok,0.6888
Ali_Abbas_0001.jpg,ok,0.6766
Ali_Abbas_0002.jpg,ok,0.9971
Ali_Abdullah_Saleh_0001.jpg,ok,0.4292
Ali_Adbul_Karim_Madani_0001.jpg,ok,0.0886
Ali_Ahmeti_0001.jpg,ok,0.0389
Ali_Bin_Hussein_0001.jpg,ok,0.0127
Ali_Fallahian_0001.jpg,ok,0.1569
Ali_Hammoud_0001.jpg,ok,0.5005
Ali_Khamenei_0001.jpg,ok,0.5695
Ali_Khamenei_0002.jpg,ok,0.5977
Ali_Khamenei_0003.jpg,ok,0.1830
Ali_Mohammed_Maher_0001.jpg,ok,0.0012
Ali_Naimi_0001.jpg,ok,0.4840
Ali_Naimi_0002.jpg,ok,0.2940
Ali_Naimi_0003.jpg,ok,0.4302
Ali_Naimi_0004.jpg,ok,0.0024
Ali_Naimi_0005.jpg,ok,0.6955
Ali_Naimi_0006.jpg,ok,0.0004
Ali_Naimi_0007.jpg,ok,0.0018
Ali_Naimi_0008.jpg,ok,0.3122
Alice_Fisher_0001.jpg,ok,0.7913
Alice_Fisher_0002.jpg,ok,0.2233
Alicia_Hollowell_0001.jpg,ok,0.5637
Alicia_Keys_0001.jpg,ok,0.3343
Alicia_Molik_0001.jpg,ok,0.3926
Alicia_Silverstone_0001.jpg,ok,0.3444
Alicia_Silverstone_0002.jpg,ok,0.5710
Alicia_Witt_0001.jpg,ok,0.2063
Alimzhan_Tokhtakhounov_0001.jpg,ok,0.0300
Alimzhan_Tokhtakhounov_0002.jpg,ok,0.2128
Alina_Kabaeva_0001.jpg,ok,0.0586
Aline_Chretien_0001.jpg,ok,0.6703
Alisha_Richman_0001.jpg,ok,0.0475
Alison_Krauss_0001.jpg,ok,0.4411
Alison_Lohman_0001.jpg,ok,0.4174
Alison_Lohman_0002.jpg,ok,0.4110
Alistair_MacDonald_0001.jpg,ok,0.0329
Allan_Houston_0001.jpg,ok,0.4557
Allan_Kemakeza_0001.jpg,ok,0.1246
Allan_Wagner_0001.jpg,ok,0.8224
Allen_Iverson_0001.jpg,ok,0.5220
Allen_Iverson_0002.jpg,ok,0.3650
Allen_Rock_0001.jpg,ok,0.3501
Allison_Janney_0001.jpg,ok,0.0863
Allison_Janney_0002.jpg,ok,0.3056
Allison_Searing_0001.jpg,ok,0.4758
Ally_Sheedy_0001.jpg,ok,0.7300
Allyson_Felix_0001.jpg,ok,0.0124
Allyson_Felix_0002.jpg,ok,0.6652
Allyson_Felix_0003.jpg,ok,0.4354
Allyson_Felix_0004.jpg,ok,0.2390
Allyson_Felix_0005.jpg,ok,0.0270
Alma_Powell_0001.jpg,ok,0.3067
Almeida_Baptista_0001.jpg,ok,0.9790
Alonzo_Mourning_0001.jpg,ok,0.0933
Alvaro_Noboa_0001.jpg,ok,0.0755
Alvaro_Noboa_0002.jpg,ok,0.0089
Alvaro_Noboa_0003.jpg,ok,0.6024
Alvaro_Silva_Calderon_0001.jpg,ok,0.6487
Alvaro_Silva_Calderon_0002.jpg,ok,0.0178
Alvaro_Silva_Calderon_0003.jpg,ok,0.7018
Alvaro_Silva_Calderon_0004.jpg,ok,0.7055
Alvaro_Uribe_0001.jpg,ok,0.0614
Alvaro_Uribe_0002.jpg,ok,0.8920
Alvaro_Uribe_0003.jpg,ok,0.9044
Alvaro_Uribe_0004.jpg,ok,0.0041
Alvaro_Uribe_0005.jpg,ok,0.8073
Alvaro_Uribe_0006.jpg,ok,0.8225
Alvaro_Uribe_0007.jpg,ok,0.0356
Alvaro_Uribe_0008.jpg,ok,0.7457
Alvaro_Uribe_0009.jpg,ok,0.0862
Alvaro_Uribe_0010.jpg,ok,0.0208
Alvaro_Uribe_0011.jpg,ok,0.2734
Alvaro_Uribe_0012.jpg,ok,0.6993
Alvaro_Uribe_0013.jpg,ok,0.0612
Alvaro_Uribe_0014.jpg,ok,0.8007
Alvaro_Uribe_0015.jpg,ok,0.0040
Alvaro_Uribe_0016.jpg,ok,0.2171
Alvaro_Uribe_0017.jpg,ok,0.1918
Alvaro_Uribe_0018.jpg,ok,0.0051
Alvaro_Uribe_0019.jpg,ok,0.5081
Alvaro_Uribe_0020.jpg,ok,0.4479
Alvaro_Uribe_0021.jpg,ok,0.5373
Alvaro_Uribe_0022.jpg,ok,0.6262
Alvaro_Uribe_0023.jpg,ok,0.9964
Alvaro_Uribe_0024.jpg,ok,0.3867
Alvaro_Uribe_0025.jpg,ok,0.8753
Alvaro_Uribe_0026.jpg,ok,0.0146
Alvaro_Uribe_0027.jpg,ok,0.9146
Alvaro_Uribe_0028.jpg,ok,0.0454
Alvaro_Uribe_0029.jpg,ok,0.0205
Alvaro_Uribe_0030.jpg,ok,0.6885
Alvaro_Uribe_0031.jpg,ok,0.9914
Alvaro_Uribe_0032.jpg,ok,0.1519
Alvaro_Uribe_0033.jpg,ok,0.9209
Alvaro_Uribe_0034.jpg,ok,0.7714
Alvaro_Uribe_0035.jpg,ok,0.7342
Aly_Wagner_0001.jpg,ok,0.2192
Alyse_Beaupre_0001.jpg,ok,0.5409
Alyson_Hannigan_0001.jpg,ok,0.2490
Amanda_Beard_0001.jpg,ok,0.0834
Amanda_Beard_0002.jpg,ok,0.4355
Amanda_Bynes_0001.jpg,ok,0.7512
Amanda_Bynes_0002.jpg,ok,0.9896
Amanda_Bynes_0003.jpg,ok,0.4902
Amanda_Bynes_0004.jpg,ok,0.5046
Amanda_Coetzer_0001.jpg,ok,0.0424
Amanda_Coetzer_0002.jpg,ok,0.0114
Amanda_Marsh_0001.jpg,ok,0.9475
Amanda_Plumer_0001.jpg,ok,0.1215
Amber_Frey_0001.jpg,ok,0.2210
Amber_Tamblyn_0001.jpg,ok,0.2220
Amber_Tamblyn_0002.jpg,ok,0.0372
Ambrose_Lee_0001.jpg,ok,0.3316
Amelia_Vega_0001.jpg,ok,0.0091
Amelia_Vega_0002.jpg,ok,0.0144
Amelia_Vega_0003.jpg,ok,0.2818
Amelia_Vega_0004.jpg,ok,0.0291
Amelia_Vega_0005.jpg,ok,0.3466
Amelia_Vega_0006.jpg,ok,0.0200
Amelia_Vega_0007.jpg,ok,0.3530
Amelie_Mauresmo_0001.jpg,ok,0.0235
Amelie_Mauresmo_0002.jpg,ok,0.3826
Amelie_Mauresmo_0003.jpg,ok,0.0005
Amelie_Mauresmo_0004.jpg,ok,0.7593
Amelie_Mauresmo_0005.jpg,ok,0.6459
Amelie_Mauresmo_0006.jpg,ok,0.0340
Amelie_Mauresmo_0007.jpg,ok,0.0111
Amelie_Mauresmo_0008.jpg,ok,0.1858
Amelie_Mauresmo_0009.jpg,ok,0.2145
Amelie_Mauresmo_0010.jpg,ok,0.4299
Amelie_Mauresmo_0011.jpg,ok,0.5848
Amelie_Mauresmo_0012.jpg,ok,0.3365
Amelie_Mauresmo_0013.jpg,ok,0.0041
Amelie_Mauresmo_0014.jpg,ok,0.2452
Amelie_Mauresmo_0015.jpg,ok,0.1179
Amelie_Mauresmo_0016.jpg,ok,0.7155
Amelie_Mauresmo_0017.jpg,ok,0.4944
Amelie_Mauresmo_0018.jpg,ok,0.5776
Amelie_Mauresmo_0019.jpg,ok,0.0003
Amelie_Mauresmo_0020.jpg,ok,0.0108
Amelie_Mauresmo_0021.jpg,ok,0.0201
Amer_al-Saadi_0001.jpg,ok,0.3526
Amer_al-Saadi_0002.jpg,ok,0.3175
Amer_al-Saadi_0003.jpg,ok,0.0198
Amer_al-Saadi_0004.jpg,ok,0.2878
Amporn_Falise_0001.jpg,ok,0.1337
Amr_Moussa_0001.jpg,ok,0.2587
Amram_Mitzna_0001.jpg,ok,0.0254
Amram_Mitzna_0002.jpg,ok,0.3044
Amy_Brenneman_0001.jpg,ok,0.0140
Amy_Cotton_0001.jpg,ok,0.5023
Amy_Gale_0001.jpg,ok,0.3055
Amy_Pascal_0001.jpg,ok,0.6330
Amy_Redford_0001.jpg,ok,0.0131
Amy_Smart_0001.jpg,ok,0.4576
Amy_Yasbeck_0001.jpg,ok,0.3775
AnFernce_Negron_0001.jpg,ok,0.5716
Ana_Claudia_Talancon_0001.jpg,ok,0.8276
Ana_Guevara_0001.jpg,ok,0.0262
Ana_Guevara_0002.jpg,ok,0.9465
Ana_Guevara_0003.jpg,ok,0.1852
Ana_Guevara_0004.jpg,ok,0.2675
Ana_Guevara_0005.jpg,ok,0.1239
Ana_Guevara_0006.jpg,ok,0.5608
Ana_Guevara_0007.jpg,ok,0.7576
Ana_Isabel_Sanchez_0001.jpg,ok,0.0564
Ana_Palacio_0001.jpg,ok,0.1845
Ana_Palacio_0002.jpg,ok,0.0018
Ana_Palacio_0003.jpg,ok,0.0018
Ana_Palacio_0004.jpg,ok,0.0271
Ana_Palacio_0005.jpg,ok,0.3811
Ana_Palacio_0006.jpg,ok,0.2457
Ana_Palacio_0007.jpg,ok,0.1290
Ana_Palacio_0008.jpg,ok,0.0080
Ana_Paula_Gerard_0001.jpg,ok,0.9914
Ana_Sebastiao_0001.jpg,ok,0.2889
Anastasia_Kelesidou_0001.jpg,ok,0.0689
Anastasia_Myskina_0001.jpg,ok,0.0754
Anastasia_Myskina_0002.jpg,ok,0.0015
Anastasia_Myskina_0003.jpg,ok,0.0074
Anatoliy_Kinakh_0001.jpg,ok,0.5375
Anders_Ebbeson_0001.jpg,ok,0.0117
Anders_Ebbeson_0002.jpg,ok,0.7639
Anders_Ebbeson_0003.jpg,ok,0.4489
Anders_Fogh_Rasmussen_0001.jpg,ok,0.0859
Anders_Fogh_Rasmussen_0002.jpg,ok,0.0121
Anders_Fogh_Rasmussen_0003.jpg,ok,0.0392
Anders_Fogh_Rasmussen_0004.jpg,ok,0.5491
Anderson_Varejao_0001.jpg,ok,0.2352
Andre_Agassi_0001.jpg,ok,0.2897
Andre_Agassi_0002.jpg,ok,0.9371
Andre_Agassi_0003.jpg,ok,0.2633
Andre_Agassi_0004.jpg,ok,0.0100
Andre_Agassi_0005.jpg,ok,0.0022
Andre_Agassi_0006.jpg,ok,0.0403
Andre_Agassi_0007.jpg,ok,0.4602
Andre_Agassi_0008.jpg,ok,0.4581
