camera,segment,kind,frame,score,x1,y1,x2,y2
zenbook,dim,ir,ir/frame00.pgm,0.8507,201.4,182.4,397.9,378.9
zenbook,dim,ir,ir/frame01.pgm,0.1249,235.4,261.6,375.7,401.8
zenbook,dim,ir,ir/frame02.pgm,0.8013,206.6,184.1,400.1,377.5
zenbook,dim,ir,ir/frame03.pgm,0.1235,249.6,262.6,387.6,400.6
zenbook,dim,ir,ir/frame04.pgm,0.7995,206.9,183.8,400.2,377.1
zenbook,dim,ir,ir/frame05.pgm,0.1241,235.4,261.6,375.7,401.8
zenbook,dim,ir,ir/frame06.pgm,0.8366,203.4,184.3,395.9,376.8
zenbook,dim,ir,ir/frame07.pgm,0.1249,235.4,261.5,375.7,401.9
zenbook,dim,ir,ir/frame08.pgm,0.8338,207.0,184.3,401.2,378.5
zenbook,dim,ir,ir/frame09.pgm,0.1245,235.3,261.5,375.7,401.9
zenbook,dim,ir,ir/frame10.pgm,0.1254,250.0,263.0,387.2,400.2
zenbook,dim,ir,ir/frame11.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame12.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame13.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame14.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame15.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame16.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame17.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame18.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame19.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame20.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame21.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame22.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,dim,ir,ir/frame23.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,rgb,rgb/rgb00.ppm,0.1891,489.1,144.4,686.7,341.9
zenbook,empty-dim,rgb,rgb/rgb01.ppm,0.1960,491.4,158.7,684.9,352.2
zenbook,empty-dim,rgb,rgb/rgb02.ppm,0.2224,484.7,127.0,690.8,333.1
zenbook,empty-dim,rgb,rgb/rgb03.ppm,0.1738,482.1,136.8,693.3,348.0
zenbook,empty-dim,rgb,rgb/rgb04.ppm,0.1790,492.4,146.9,683.9,338.4
zenbook,empty-dim,rgb,rgb/rgb05.ppm,0.1680,488.0,142.5,688.0,342.5
zenbook,empty-dim,rgb,rgb/rgb06.ppm,0.1816,485.9,140.3,690.2,344.6
zenbook,empty-dim,rgb,rgb/rgb07.ppm,0.2054,488.8,118.6,685.8,315.6
zenbook,empty-dim,ir,ir/frame00.pgm,0.1139,325.9,165.9,531.1,371.2
zenbook,empty-dim,ir,ir/frame01.pgm,0.1372,193.9,249.3,364.2,419.7
zenbook,empty-dim,ir,ir/frame02.pgm,0.1139,325.9,165.9,531.1,371.2
zenbook,empty-dim,ir,ir/frame03.pgm,0.1416,193.1,248.3,365.5,420.8
zenbook,empty-dim,ir,ir/frame04.pgm,0.1139,325.9,165.9,531.1,371.2
zenbook,empty-dim,ir,ir/frame05.pgm,0.1536,193.8,248.9,365.0,420.1
zenbook,empty-dim,ir,ir/frame06.pgm,0.1139,325.9,165.9,531.1,371.2
zenbook,empty-dim,ir,ir/frame07.pgm,0.1416,193.7,248.8,364.7,419.9
zenbook,empty-dim,ir,ir/frame08.pgm,0.1139,325.9,165.9,531.1,371.2
zenbook,empty-dim,ir,ir/frame09.pgm,0.1409,193.9,249.1,364.5,419.7
zenbook,empty-dim,ir,ir/frame10.pgm,0.1380,233.4,259.7,377.7,404.1
zenbook,empty-dim,ir,ir/frame11.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame12.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame13.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame14.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame15.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame16.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame17.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame18.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame19.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame20.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame21.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame22.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-dim,ir,ir/frame23.pgm,0.0956,326.8,140.7,446.9,260.8
zenbook,empty-lit,rgb,rgb/rgb00.ppm,0.0720,434.1,221.0,473.8,260.8
zenbook,empty-lit,rgb,rgb/rgb01.ppm,0.0966,210.5,62.1,245.3,96.9
zenbook,empty-lit,rgb,rgb/rgb02.ppm,0.2019,212.3,63.5,244.6,95.9
zenbook,empty-lit,rgb,rgb/rgb03.ppm,0.1733,349.1,119.4,374.5,144.8
zenbook,empty-lit,rgb,rgb/rgb04.ppm,0.1341,384.0,118.3,415.2,149.5
zenbook,empty-lit,rgb,rgb/rgb05.ppm,0.1939,329.6,249.2,365.5,285.1
zenbook,empty-lit,rgb,rgb/rgb06.ppm,0.1174,378.7,140.6,419.5,181.3
zenbook,empty-lit,rgb,rgb/rgb07.ppm,0.1226,382.2,117.1,416.5,151.4
zenbook,empty-lit,ir,ir/frame00.pgm,0.1907,380.9,196.0,497.0,312.1
zenbook,empty-lit,ir,ir/frame01.pgm,0.2532,353.6,170.2,526.6,343.1
zenbook,empty-lit,ir,ir/frame02.pgm,0.2252,427.6,226.2,479.6,278.3
zenbook,empty-lit,ir,ir/frame03.pgm,0.0653,347.4,150.8,556.5,359.8
zenbook,empty-lit,ir,ir/frame04.pgm,0.2011,446.2,233.9,485.3,273.0
zenbook,empty-lit,ir,ir/frame05.pgm,0.0775,357.2,186.1,522.9,351.9
zenbook,empty-lit,ir,ir/frame06.pgm,0.0963,226.0,187.3,387.4,348.6
zenbook,empty-lit,ir,ir/frame07.pgm,0.2178,349.3,164.9,529.6,345.2
zenbook,empty-lit,ir,ir/frame08.pgm,0.1588,426.5,226.1,480.9,280.5
zenbook,empty-lit,ir,ir/frame09.pgm,0.2166,356.5,180.8,529.5,353.7
zenbook,empty-lit,ir,ir/frame10.pgm,0.1128,181.8,289.8,323.0,431.0
zenbook,empty-lit,ir,ir/frame11.pgm,0.2406,358.1,170.7,526.7,339.2
zenbook,empty-lit,ir,ir/frame12.pgm,0.1901,422.3,221.9,484.6,284.2
zenbook,empty-lit,ir,ir/frame13.pgm,0.3152,352.4,165.5,531.7,344.7
zenbook,empty-lit,ir,ir/frame14.pgm,0.0980,202.8,258.1,355.8,411.0
zenbook,empty-lit,ir,ir/frame15.pgm,0.2894,353.2,166.1,531.2,344.0
zenbook,empty-lit,ir,ir/frame16.pgm,0.1161,217.5,260.8,365.7,409.0
zenbook,empty-lit,ir,ir/frame17.pgm,0.3502,355.3,168.9,528.4,341.9
zenbook,empty-lit,ir,ir/frame18.pgm,0.1218,207.1,262.7,351.5,407.1
zenbook,empty-lit,ir,ir/frame19.pgm,0.4321,357.7,170.2,528.2,340.7
zenbook,empty-lit,ir,ir/frame20.pgm,0.1123,235.6,262.1,296.8,323.2
zenbook,empty-lit,ir,ir/frame21.pgm,0.4556,356.5,168.8,529.3,341.6
zenbook,empty-lit,ir,ir/frame22.pgm,0.1223,-46.0,190.3,46.4,282.6
zenbook,empty-lit,ir,ir/frame23.pgm,0.4032,357.7,170.5,527.2,340.0
zenbook,far,rgb,rgb/rgb00.ppm,0.9254,276.6,262.3,368.0,353.7
zenbook,far,rgb,rgb/rgb01.ppm,0.9321,276.4,262.7,367.0,353.3
zenbook,far,rgb,rgb/rgb02.ppm,0.9393,275.9,262.6,367.5,354.2
zenbook,far,rgb,rgb/rgb03.ppm,0.9411,275.9,262.8,367.5,354.4
zenbook,far,rgb,rgb/rgb04.ppm,0.9423,275.2,262.4,367.9,355.1
zenbook,far,rgb,rgb/rgb05.ppm,0.9460,274.8,262.2,368.0,355.3
zenbook,far,rgb,rgb/rgb06.ppm,0.9427,274.9,262.7,367.3,355.1
zenbook,far,rgb,rgb/rgb07.ppm,0.9449,275.2,262.9,367.1,354.9
zenbook,far,ir,ir/frame00.pgm,0.8123,248.5,221.2,342.1,314.7
zenbook,far,ir,ir/frame01.pgm,0.2992,331.8,348.5,382.5,399.2
zenbook,far,ir,ir/frame02.pgm,0.8106,248.6,221.4,341.9,314.6
zenbook,far,ir,ir/frame03.pgm,0.3457,334.3,350.3,379.5,395.4
zenbook,far,ir,ir/frame04.pgm,0.8270,249.1,222.0,342.0,315.0
zenbook,far,ir,ir/frame05.pgm,0.2653,335.5,351.8,378.3,394.6
zenbook,far,ir,ir/frame06.pgm,0.8475,250.1,224.1,340.6,314.6
zenbook,far,ir,ir/frame07.pgm,0.2641,322.4,351.6,364.9,394.1
zenbook,far,ir,ir/frame08.pgm,0.8552,249.9,224.2,340.8,315.1
zenbook,far,ir,ir/frame09.pgm,0.2761,350.2,231.3,397.1,278.2
zenbook,far,ir,ir/frame10.pgm,0.8340,249.6,223.2,340.9,314.5
zenbook,far,ir,ir/frame11.pgm,0.3314,350.8,232.6,396.0,277.8
zenbook,far,ir,ir/frame12.pgm,0.8738,252.0,225.6,340.0,313.6
zenbook,far,ir,ir/frame13.pgm,0.3124,351.6,233.3,395.2,276.9
zenbook,far,ir,ir/frame14.pgm,0.8851,252.7,226.7,339.1,313.1
zenbook,far,ir,ir/frame15.pgm,0.3111,361.7,231.1,409.8,279.2
zenbook,far,ir,ir/frame16.pgm,0.8899,253.1,226.5,339.7,313.1
zenbook,far,ir,ir/frame17.pgm,0.3247,344.2,198.0,402.6,256.5
zenbook,far,ir,ir/frame18.pgm,0.8846,253.7,227.3,339.0,312.6
zenbook,far,ir,ir/frame19.pgm,0.3197,344.1,197.8,402.7,256.4
zenbook,far,ir,ir/frame20.pgm,0.8914,254.1,227.2,339.4,312.5
zenbook,far,ir,ir/frame21.pgm,0.3129,365.0,233.9,407.0,275.8
zenbook,far,ir,ir/frame22.pgm,0.8854,254.6,227.9,339.1,312.3
zenbook,far,ir,ir/frame23.pgm,0.3198,364.6,233.5,407.4,276.3
zenbook,frontal,rgb,rgb/rgb00.ppm,0.9433,286.1,163.6,472.4,349.9
zenbook,frontal,rgb,rgb/rgb01.ppm,0.9480,285.9,164.5,471.5,350.1
zenbook,frontal,rgb,rgb/rgb02.ppm,0.9616,286.1,165.6,470.3,349.9
zenbook,frontal,rgb,rgb/rgb03.ppm,0.9490,285.1,166.0,469.9,350.8
zenbook,frontal,rgb,rgb/rgb04.ppm,0.9487,285.5,167.0,468.8,350.3
zenbook,frontal,rgb,rgb/rgb05.ppm,0.9339,284.5,166.6,469.0,351.1
zenbook,frontal,rgb,rgb/rgb06.ppm,0.9369,285.0,167.8,467.6,350.4
zenbook,frontal,rgb,rgb/rgb07.ppm,0.9391,284.0,167.0,468.7,351.7
zenbook,frontal,ir,ir/frame00.pgm,0.8932,254.3,154.2,410.9,310.7
zenbook,frontal,ir,ir/frame01.pgm,0.3338,-10.9,126.1,168.3,305.2
zenbook,frontal,ir,ir/frame02.pgm,0.8817,254.0,154.1,410.9,311.0
zenbook,frontal,ir,ir/frame03.pgm,0.2386,-8.9,140.6,141.2,290.7
zenbook,frontal,ir,ir/frame04.pgm,0.8794,253.5,154.3,411.0,311.7
zenbook,frontal,ir,ir/frame05.pgm,0.1826,202.2,258.1,356.1,412.0
zenbook,frontal,ir,ir/frame06.pgm,0.8667,252.8,153.5,411.5,312.2
zenbook,frontal,ir,ir/frame07.pgm,0.1845,203.8,259.8,354.9,410.9
zenbook,frontal,ir,ir/frame08.pgm,0.8635,252.3,153.3,411.8,312.8
zenbook,frontal,ir,ir/frame09.pgm,0.1842,204.1,259.7,355.0,410.6
zenbook,frontal,ir,ir/frame10.pgm,0.8637,252.4,153.3,411.8,312.7
zenbook,frontal,ir,ir/frame11.pgm,0.1739,203.5,258.8,356.1,411.4
zenbook,frontal,ir,ir/frame12.pgm,0.8577,248.8,151.9,404.8,307.9
zenbook,frontal,ir,ir/frame13.pgm,0.1718,203.5,258.8,356.1,411.4
zenbook,frontal,ir,ir/frame14.pgm,0.8598,248.8,152.0,404.7,307.9
zenbook,frontal,ir,ir/frame15.pgm,0.1550,203.4,258.9,355.8,411.4
zenbook,frontal,ir,ir/frame16.pgm,0.8609,248.7,152.0,404.7,308.0
zenbook,frontal,ir,ir/frame17.pgm,0.1623,203.5,259.1,355.7,411.3
zenbook,frontal,ir,ir/frame18.pgm,0.8548,248.9,152.2,404.5,307.8
zenbook,frontal,ir,ir/frame19.pgm,0.1564,203.2,258.7,356.2,411.7
zenbook,frontal,ir,ir/frame20.pgm,0.8661,248.7,152.2,404.5,308.0
zenbook,frontal,ir,ir/frame21.pgm,0.1543,203.7,259.2,355.6,411.2
zenbook,frontal,ir,ir/frame22.pgm,0.8628,248.5,152.0,404.7,308.1
zenbook,frontal,ir,ir/frame23.pgm,0.1566,204.6,260.4,354.3,410.1
zenbook,glasses-on,rgb,rgb/rgb00.ppm,0.7907,266.2,165.4,425.1,324.3
zenbook,glasses-on,rgb,rgb/rgb01.ppm,0.7853,258.8,162.2,418.8,322.3
zenbook,glasses-on,rgb,rgb/rgb02.ppm,0.9322,257.8,165.1,416.0,323.3
zenbook,glasses-on,rgb,rgb/rgb03.ppm,0.7946,257.2,167.0,413.3,323.1
zenbook,glasses-on,rgb,rgb/rgb04.ppm,0.8286,257.8,164.5,416.7,323.4
zenbook,glasses-on,rgb,rgb/rgb05.ppm,0.8058,266.0,166.4,424.7,325.1
zenbook,glasses-on,rgb,rgb/rgb06.ppm,0.7975,266.8,167.1,423.4,323.7
zenbook,glasses-on,rgb,rgb/rgb07.ppm,0.9182,269.2,166.9,426.3,323.9
zenbook,glasses-on,ir,ir/frame00.pgm,0.8363,243.3,159.7,377.1,293.4
zenbook,glasses-on,ir,ir/frame01.pgm,0.2124,241.4,304.6,345.0,408.2
zenbook,glasses-on,ir,ir/frame02.pgm,0.8443,242.4,153.6,375.5,286.7
zenbook,glasses-on,ir,ir/frame03.pgm,0.2875,255.4,305.6,356.6,406.8
zenbook,glasses-on,ir,ir/frame04.pgm,0.8525,242.3,153.5,375.2,286.4
zenbook,glasses-on,ir,ir/frame05.pgm,0.2550,255.5,304.9,357.7,407.0
zenbook,glasses-on,ir,ir/frame06.pgm,0.8454,242.3,153.5,375.0,286.2
zenbook,glasses-on,ir,ir/frame07.pgm,0.2747,256.6,305.7,357.3,406.3
zenbook,glasses-on,ir,ir/frame08.pgm,0.8595,243.1,153.8,375.2,285.9
zenbook,glasses-on,ir,ir/frame09.pgm,0.2783,268.0,305.3,368.6,405.9
zenbook,glasses-on,ir,ir/frame10.pgm,0.9054,241.9,152.5,375.2,285.9
zenbook,glasses-on,ir,ir/frame11.pgm,0.2961,257.1,306.4,356.3,405.6
zenbook,glasses-on,ir,ir/frame12.pgm,0.8232,238.7,157.5,376.9,295.7
zenbook,glasses-on,ir,ir/frame13.pgm,0.3101,257.5,307.3,355.1,405.0
zenbook,glasses-on,ir,ir/frame14.pgm,0.8568,238.3,158.0,376.8,296.5
zenbook,glasses-on,ir,ir/frame15.pgm,0.3100,257.9,307.4,355.9,405.4
zenbook,glasses-on,ir,ir/frame16.pgm,0.8339,238.8,158.5,375.4,295.1
zenbook,glasses-on,ir,ir/frame17.pgm,0.3336,257.6,307.5,356.1,406.0
zenbook,glasses-on,ir,ir/frame18.pgm,0.8289,239.7,158.8,375.4,294.5
zenbook,glasses-on,ir,ir/frame19.pgm,0.3262,256.7,306.5,356.2,406.0
zenbook,glasses-on,ir,ir/frame20.pgm,0.8326,238.6,158.2,375.7,295.4
zenbook,glasses-on,ir,ir/frame21.pgm,0.3187,256.5,306.3,356.7,406.4
zenbook,glasses-on,ir,ir/frame22.pgm,0.8716,239.8,160.4,374.6,295.2
zenbook,glasses-on,ir,ir/frame23.pgm,0.3433,257.6,307.5,355.6,405.5
zenbook,sweep,rgb,rgb/rgb00.ppm,0.8945,258.2,175.6,415.4,332.7
zenbook,sweep,rgb,rgb/rgb01.ppm,0.9209,255.0,177.0,411.7,333.6
zenbook,sweep,rgb,rgb/rgb02.ppm,0.8135,273.1,173.0,431.7,331.6
zenbook,sweep,rgb,rgb/rgb03.ppm,0.7804,309.4,178.1,462.9,331.5
zenbook,sweep,rgb,rgb/rgb04.ppm,0.8539,331.0,183.2,475.1,327.3
zenbook,sweep,rgb,rgb/rgb05.ppm,0.8075,342.6,183.5,487.5,328.4
zenbook,sweep,rgb,rgb/rgb06.ppm,0.7667,341.6,183.6,485.0,327.0
zenbook,sweep,rgb,rgb/rgb07.ppm,0.7959,309.0,176.0,463.3,330.3
zenbook,sweep,ir,ir/frame00.pgm,0.8896,270.5,160.4,404.3,294.3
zenbook,sweep,ir,ir/frame01.pgm,0.2024,251.5,300.4,361.9,410.8
zenbook,sweep,ir,ir/frame02.pgm,0.9011,268.3,159.4,405.3,296.3
zenbook,sweep,ir,ir/frame03.pgm,0.2018,259.8,297.1,375.7,413.1
zenbook,sweep,ir,ir/frame04.pgm,0.8662,262.8,158.0,403.2,298.3
zenbook,sweep,ir,ir/frame05.pgm,0.1987,260.3,297.7,375.3,412.7
zenbook,sweep,ir,ir/frame06.pgm,0.8292,255.6,156.0,395.8,296.1
zenbook,sweep,ir,ir/frame07.pgm,0.1927,260.5,297.7,375.4,412.6
zenbook,sweep,ir,ir/frame08.pgm,0.9023,254.0,151.4,392.0,289.3
zenbook,sweep,ir,ir/frame09.pgm,0.2005,261.0,298.3,375.0,412.3
zenbook,sweep,ir,ir/frame10.pgm,0.8771,250.9,155.3,393.8,298.2
zenbook,sweep,ir,ir/frame11.pgm,0.2015,261.5,298.9,374.5,411.8
zenbook,sweep,ir,ir/frame12.pgm,0.8471,247.8,156.4,388.9,297.4
zenbook,sweep,ir,ir/frame13.pgm,0.2009,260.7,298.1,375.0,412.4
zenbook,sweep,ir,ir/frame14.pgm,0.8671,242.4,157.4,382.1,297.1
zenbook,sweep,ir,ir/frame15.pgm,0.2008,238.1,299.2,351.4,412.6
zenbook,sweep,ir,ir/frame16.pgm,0.8838,241.1,157.8,380.5,297.2
zenbook,sweep,ir,ir/frame17.pgm,0.2028,237.7,299.1,351.9,413.2
zenbook,sweep,ir,ir/frame18.pgm,0.8864,238.9,158.3,377.5,296.9
zenbook,sweep,ir,ir/frame19.pgm,0.2188,237.3,298.7,352.3,413.7
zenbook,sweep,ir,ir/frame20.pgm,0.8890,238.4,159.9,374.2,295.6
zenbook,sweep,ir,ir/frame21.pgm,0.2137,237.6,298.9,351.9,413.2
zenbook,sweep,ir,ir/frame22.pgm,0.8394,236.6,159.5,371.7,294.6
zenbook,sweep,ir,ir/frame23.pgm,0.2336,238.1,299.5,351.4,412.7
nexigo,close,rgb,rgb/rgb00.ppm,0.8872,181.0,144.7,461.3,425.1
nexigo,close,rgb,rgb/rgb01.ppm,0.8810,178.6,141.7,461.0,424.1
nexigo,close,rgb,rgb/rgb02.ppm,0.8904,180.5,143.3,460.1,422.9
nexigo,close,rgb,rgb/rgb03.ppm,0.8313,180.1,144.2,456.6,420.6
nexigo,close,rgb,rgb/rgb04.ppm,0.7922,178.1,142.4,457.3,421.5
nexigo,close,rgb,rgb/rgb05.ppm,0.8671,181.6,145.6,458.1,422.2
nexigo,close,rgb,rgb/rgb06.ppm,0.8434,179.5,143.8,459.0,423.3
nexigo,close,rgb,rgb/rgb07.ppm,0.7944,172.8,142.0,452.7,422.0
nexigo,close,ir,ir/frame00.pgm,0.2123,-10.8,96.7,144.0,251.5
nexigo,close,ir,ir/frame01.pgm,0.6824,238.5,79.5,510.6,351.5
nexigo,close,ir,ir/frame02.pgm,0.2893,-14.8,92.0,148.9,255.7
nexigo,close,ir,ir/frame03.pgm,0.6571,236.5,77.6,511.3,352.4
nexigo,close,ir,ir/frame04.pgm,0.3368,178.2,45.7,222.6,90.1
nexigo,close,ir,ir/frame05.pgm,0.6712,238.4,78.4,512.5,352.5
nexigo,close,ir,ir/frame06.pgm,0.3456,178.3,45.8,222.7,90.1
nexigo,close,ir,ir/frame07.pgm,0.6970,237.5,80.1,509.2,351.8
nexigo,close,ir,ir/frame08.pgm,0.4015,178.0,45.2,223.4,90.6
nexigo,close,ir,ir/frame09.pgm,0.7002,236.2,78.1,509.7,351.6
nexigo,close,ir,ir/frame10.pgm,0.4185,177.9,45.2,223.2,90.5
nexigo,close,ir,ir/frame11.pgm,0.6511,237.1,78.8,508.9,350.6
nexigo,close,ir,ir/frame12.pgm,0.3117,178.2,45.3,223.0,90.2
nexigo,close,ir,ir/frame13.pgm,0.6864,236.6,77.9,511.0,352.3
nexigo,close,ir,ir/frame14.pgm,0.3766,178.0,45.4,222.9,90.3
nexigo,close,ir,ir/frame15.pgm,0.7336,234.3,76.5,511.2,353.4
nexigo,close,ir,ir/frame16.pgm,0.4316,-23.3,86.4,128.8,238.5
nexigo,close,ir,ir/frame17.pgm,0.7503,232.6,75.7,512.1,355.2
nexigo,close,ir,ir/frame18.pgm,0.3519,143.8,142.9,181.5,180.6
nexigo,close,ir,ir/frame19.pgm,0.7386,235.5,78.9,508.1,351.4
nexigo,close,ir,ir/frame20.pgm,0.4466,144.7,143.7,180.7,179.7
nexigo,close,ir,ir/frame21.pgm,0.7149,237.9,81.9,504.3,348.3
nexigo,close,ir,ir/frame22.pgm,0.3888,142.8,142.2,182.6,182.0
nexigo,close,ir,ir/frame23.pgm,0.7135,229.1,78.3,501.9,351.0
nexigo,dusk,rgb,rgb/rgb00.ppm,0.8993,235.2,191.6,388.7,345.1
nexigo,dusk,rgb,rgb/rgb01.ppm,0.9223,236.5,184.1,384.8,332.3
nexigo,dusk,rgb,rgb/rgb02.ppm,0.8709,237.3,182.0,386.2,330.9
nexigo,dusk,rgb,rgb/rgb03.ppm,0.8862,239.0,182.4,385.1,328.4
nexigo,dusk,rgb,rgb/rgb04.ppm,0.9199,236.6,181.0,387.0,331.3
nexigo,dusk,rgb,rgb/rgb05.ppm,0.8986,237.0,180.8,387.0,330.8
nexigo,dusk,rgb,rgb/rgb06.ppm,0.9222,237.9,181.8,386.0,329.9
nexigo,dusk,rgb,rgb/rgb07.ppm,0.9074,236.3,180.2,387.6,331.4
nexigo,dusk,ir,ir/frame00.pgm,0.4292,169.8,156.0,208.0,194.2
nexigo,dusk,ir,ir/frame01.pgm,0.9084,274.1,132.5,415.9,274.2
nexigo,dusk,ir,ir/frame02.pgm,0.4109,169.0,154.8,209.1,194.9
nexigo,dusk,ir,ir/frame03.pgm,0.9085,275.5,133.1,415.4,273.0
nexigo,dusk,ir,ir/frame04.pgm,0.3574,169.9,156.2,207.8,194.0
nexigo,dusk,ir,ir/frame05.pgm,0.9137,275.9,133.2,415.7,272.9
nexigo,dusk,ir,ir/frame06.pgm,0.3712,169.9,156.1,207.6,193.8
nexigo,dusk,ir,ir/frame07.pgm,0.9000,275.1,133.2,415.5,273.6
nexigo,dusk,ir,ir/frame08.pgm,0.3181,169.3,155.4,208.3,194.4
nexigo,dusk,ir,ir/frame09.pgm,0.9200,275.9,132.9,416.1,273.1
nexigo,dusk,ir,ir/frame10.pgm,0.3213,168.6,155.0,209.0,195.4
nexigo,dusk,ir,ir/frame11.pgm,0.9124,275.1,133.0,415.8,273.7
nexigo,dusk,ir,ir/frame12.pgm,0.2972,168.8,155.2,208.3,194.7
nexigo,dusk,ir,ir/frame13.pgm,0.9007,275.5,133.4,415.1,273.0
nexigo,dusk,ir,ir/frame14.pgm,0.3339,169.2,155.1,208.5,194.5
nexigo,dusk,ir,ir/frame15.pgm,0.9020,275.2,133.1,415.5,273.4
