camera,segment,kind,frame,score,x1,y1,x2,y2
zenbook,far,ir,ir/frame06.pgm,0.8475,250.1,224.1,340.6,314.6
zenbook,far,ir,ir/frame07.pgm,,,,,
zenbook,far,ir,ir/frame08.pgm,0.8552,249.9,224.2,340.8,315.1
zenbook,far,ir,ir/frame09.pgm,,,,,
zenbook,far,ir,ir/frame10.pgm,0.8340,249.6,223.2,340.9,314.5
zenbook,far,ir,ir/frame11.pgm,,,,,
zenbook,far,ir,ir/frame12.pgm,0.8738,252.0,225.6,340.0,313.6
zenbook,far,ir,ir/frame13.pgm,,,,,
zenbook,far,ir,ir/frame14.pgm,0.8851,252.7,226.7,339.1,313.1
zenbook,far,ir,ir/frame15.pgm,,,,,
zenbook,far,ir,ir/frame16.pgm,0.8899,253.1,226.5,339.7,313.1
zenbook,far,ir,ir/frame17.pgm,,,,,
zenbook,far,ir,ir/frame18.pgm,0.8846,253.7,227.3,339.0,312.6
zenbook,far,ir,ir/frame19.pgm,,,,,
zenbook,far,ir,ir/frame20.pgm,0.8914,254.1,227.2,339.4,312.5
zenbook,far,ir,ir/frame21.pgm,,,,,
zenbook,far,ir,ir/frame22.pgm,0.8854,254.6,227.9,339.1,312.3
zenbook,far,ir,ir/frame23.pgm,,,,,
zenbook,frontal,rgb,rgb/rgb00.ppm,0.9433,286.1,163.6,472.4,349.9
zenbook,frontal,rgb,rgb/rgb01.ppm,0.9480,285.9,164.5,471.5,350.1
zenbook,frontal,rgb,rgb/rgb02.ppm,0.9616,286.1,165.6,470.3,349.9
zenbook,frontal,rgb,rgb/rgb03.ppm,0.9490,285.1,166.0,469.9,350.8
zenbook,frontal,rgb,rgb/rgb04.ppm,0.9487,285.5,167.0,468.8,350.3
zenbook,frontal,rgb,rgb/rgb05.ppm,0.9339,284.5,166.6,469.0,351.1
zenbook,frontal,rgb,rgb/rgb06.ppm,0.9369,285.0,167.8,467.6,350.4
zenbook,frontal,rgb,rgb/rgb07.ppm,0.9391,284.0,167.0,468.7,351.7
zenbook,frontal,ir,ir/frame00.pgm,0.8932,254.3,154.2,410.9,310.7
zenbook,frontal,ir,ir/frame01.pgm,,,,,
zenbook,frontal,ir,ir/frame02.pgm,0.8817,254.0,154.1,410.9,311.0
zenbook,frontal,ir,ir/frame03.pgm,,,,,
zenbook,frontal,ir,ir/frame04.pgm,0.8794,253.5,154.3,411.0,311.7
zenbook,frontal,ir,ir/frame05.pgm,,,,,
zenbook,frontal,ir,ir/frame06.pgm,0.8667,252.8,153.5,411.5,312.2
zenbook,frontal,ir,ir/frame07.pgm,,,,,
zenbook,frontal,ir,ir/frame08.pgm,0.8635,252.3,153.3,411.8,312.8
zenbook,frontal,ir,ir/frame09.pgm,,,,,
zenbook,frontal,ir,ir/frame10.pgm,0.8637,252.4,153.3,411.8,312.7
zenbook,frontal,ir,ir/frame11.pgm,,,,,
zenbook,frontal,ir,ir/frame12.pgm,0.8577,248.8,151.9,404.8,307.9
zenbook,frontal,ir,ir/frame13.pgm,,,,,
zenbook,frontal,ir,ir/frame14.pgm,0.8598,248.8,152.0,404.7,307.9
zenbook,frontal,ir,ir/frame15.pgm,,,,,
zenbook,frontal,ir,ir/frame16.pgm,0.8609,248.7,152.0,404.7,308.0
zenbook,frontal,ir,ir/frame17.pgm,,,,,
zenbook,frontal,ir,ir/frame18.pgm,0.8548,248.9,152.2,404.5,307.8
zenbook,frontal,ir,ir/frame19.pgm,,,,,
zenbook,frontal,ir,ir/frame20.pgm,0.8661,248.7,152.2,404.5,308.0
zenbook,frontal,ir,ir/frame21.pgm,,,,,
zenbook,frontal,ir,ir/frame22.pgm,0.8628,248.5,152.0,404.7,308.1
zenbook,frontal,ir,ir/frame23.pgm,,,,,
zenbook,glasses-on,rgb,rgb/rgb00.ppm,0.7907,266.2,165.4,425.1,324.3
zenbook,glasses-on,rgb,rgb/rgb01.ppm,0.7853,258.8,162.2,418.8,322.3
zenbook,glasses-on,rgb,rgb/rgb02.ppm,0.9322,257.8,165.1,416.0,323.3
zenbook,glasses-on,rgb,rgb/rgb03.ppm,0.7946,257.2,167.0,413.3,323.1
zenbook,glasses-on,rgb,rgb/rgb04.ppm,0.8286,257.8,164.5,416.7,323.4
zenbook,glasses-on,rgb,rgb/rgb05.ppm,0.8058,266.0,166.4,424.7,325.1
zenbook,glasses-on,rgb,rgb/rgb06.ppm,0.7975,266.8,167.1,423.4,323.7
zenbook,glasses-on,rgb,rgb/rgb07.ppm,0.9182,269.2,166.9,426.3,323.9
zenbook,glasses-on,ir,ir/frame00.pgm,0.8363,243.3,159.7,377.1,293.4
zenbook,glasses-on,ir,ir/frame01.pgm,,,,,
zenbook,glasses-on,ir,ir/frame02.pgm,0.8443,242.4,153.6,375.5,286.7
zenbook,glasses-on,ir,ir/frame03.pgm,,,,,
zenbook,glasses-on,ir,ir/frame04.pgm,0.8525,242.3,153.5,375.2,286.4
zenbook,glasses-on,ir,ir/frame05.pgm,,,,,
zenbook,glasses-on,ir,ir/frame06.pgm,0.8454,242.3,153.5,375.0,286.2
zenbook,glasses-on,ir,ir/frame07.pgm,,,,,
zenbook,glasses-on,ir,ir/frame08.pgm,0.8595,243.1,153.8,375.2,285.9
zenbook,glasses-on,ir,ir/frame09.pgm,,,,,
zenbook,glasses-on,ir,ir/frame10.pgm,0.9054,241.9,152.5,375.2,285.9
zenbook,glasses-on,ir,ir/frame11.pgm,,,,,
zenbook,glasses-on,ir,ir/frame12.pgm,0.8232,238.7,157.5,376.9,295.7
zenbook,glasses-on,ir,ir/frame13.pgm,,,,,
zenbook,glasses-on,ir,ir/frame14.pgm,0.8568,238.3,158.0,376.8,296.5
zenbook,glasses-on,ir,ir/frame15.pgm,,,,,
zenbook,glasses-on,ir,ir/frame16.pgm,0.8339,238.8,158.5,375.4,295.1
zenbook,glasses-on,ir,ir/frame17.pgm,,,,,
zenbook,glasses-on,ir,ir/frame18.pgm,0.8289,239.7,158.8,375.4,294.5
zenbook,glasses-on,ir,ir/frame19.pgm,,,,,
zenbook,glasses-on,ir,ir/frame20.pgm,0.8326,238.6,158.2,375.7,295.4
zenbook,glasses-on,ir,ir/frame21.pgm,,,,,
zenbook,glasses-on,ir,ir/frame22.pgm,0.8716,239.8,160.4,374.6,295.2
zenbook,glasses-on,ir,ir/frame23.pgm,,,,,
zenbook,sweep,rgb,rgb/rgb00.ppm,0.8945,258.2,175.6,415.4,332.7
zenbook,sweep,rgb,rgb/rgb01.ppm,0.9209,255.0,177.0,411.7,333.6
zenbook,sweep,rgb,rgb/rgb02.ppm,0.8135,273.1,173.0,431.7,331.6
zenbook,sweep,rgb,rgb/rgb03.ppm,0.7804,309.4,178.1,462.9,331.5
zenbook,sweep,rgb,rgb/rgb04.ppm,0.8539,331.0,183.2,475.1,327.3
zenbook,sweep,rgb,rgb/rgb05.ppm,0.8075,342.6,183.5,487.5,328.4
zenbook,sweep,rgb,rgb/rgb06.ppm,0.7667,341.6,183.6,485.0,327.0
zenbook,sweep,rgb,rgb/rgb07.ppm,0.7959,309.0,176.0,463.3,330.3
zenbook,sweep,ir,ir/frame00.pgm,0.8896,270.5,160.4,404.3,294.3
zenbook,sweep,ir,ir/frame01.pgm,,,,,
zenbook,sweep,ir,ir/frame02.pgm,0.9011,268.3,159.4,405.3,296.3
zenbook,sweep,ir,ir/frame03.pgm,,,,,
zenbook,sweep,ir,ir/frame04.pgm,0.8662,262.8,158.0,403.2,298.3
zenbook,sweep,ir,ir/frame05.pgm,,,,,
zenbook,sweep,ir,ir/frame06.pgm,0.8292,255.6,156.0,395.8,296.1
zenbook,sweep,ir,ir/frame07.pgm,,,,,
zenbook,sweep,ir,ir/frame08.pgm,0.9023,254.0,151.4,392.0,289.3
zenbook,sweep,ir,ir/frame09.pgm,,,,,
zenbook,sweep,ir,ir/frame10.pgm,0.8771,250.9,155.3,393.8,298.2
zenbook,sweep,ir,ir/frame11.pgm,,,,,
zenbook,sweep,ir,ir/frame12.pgm,0.8471,247.8,156.4,388.9,297.4
zenbook,sweep,ir,ir/frame13.pgm,,,,,
zenbook,sweep,ir,ir/frame14.pgm,0.8671,242.4,157.4,382.1,297.1
zenbook,sweep,ir,ir/frame15.pgm,,,,,
zenbook,sweep,ir,ir/frame16.pgm,0.8838,241.1,157.8,380.5,297.2
zenbook,sweep,ir,ir/frame17.pgm,,,,,
zenbook,sweep,ir,ir/frame18.pgm,0.8864,238.9,158.3,377.5,296.9
zenbook,sweep,ir,ir/frame19.pgm,,,,,
zenbook,sweep,ir,ir/frame20.pgm,0.8890,238.4,159.9,374.2,295.6
zenbook,sweep,ir,ir/frame21.pgm,,,,,
zenbook,sweep,ir,ir/frame22.pgm,0.8394,236.6,159.5,371.7,294.6
zenbook,sweep,ir,ir/frame23.pgm,,,,,
nexigo,close,rgb,rgb/rgb00.ppm,0.8872,181.0,144.7,461.3,425.1
nexigo,close,rgb,rgb/rgb01.ppm,0.8810,178.6,141.7,461.0,424.1
nexigo,close,rgb,rgb/rgb02.ppm,0.8904,180.5,143.3,460.1,422.9
nexigo,close,rgb,rgb/rgb03.ppm,0.8313,180.1,144.2,456.6,420.6
nexigo,close,rgb,rgb/rgb04.ppm,0.7922,178.1,142.4,457.3,421.5
nexigo,close,rgb,rgb/rgb05.ppm,0.8671,181.6,145.6,458.1,422.2
nexigo,close,rgb,rgb/rgb06.ppm,0.8434,179.5,143.8,459.0,423.3
nexigo,close,rgb,rgb/rgb07.ppm,0.7944,172.8,142.0,452.7,422.0
nexigo,close,ir,ir/frame00.pgm,,,,,
nexigo,close,ir,ir/frame01.pgm,0.6824,238.5,79.5,510.6,351.5
nexigo,close,ir,ir/frame02.pgm,,,,,
nexigo,close,ir,ir/frame03.pgm,0.6571,236.5,77.6,511.3,352.4
nexigo,close,ir,ir/frame04.pgm,,,,,
nexigo,close,ir,ir/frame05.pgm,0.6712,238.4,78.4,512.5,352.5
nexigo,close,ir,ir/frame06.pgm,,,,,
nexigo,close,ir,ir/frame07.pgm,0.6970,237.5,80.1,509.2,351.8
nexigo,close,ir,ir/frame08.pgm,,,,,
nexigo,close,ir,ir/frame09.pgm,0.7002,236.2,78.1,509.7,351.6
nexigo,close,ir,ir/frame10.pgm,,,,,
nexigo,close,ir,ir/frame11.pgm,0.6511,237.1,78.8,508.9,350.6
nexigo,close,ir,ir/frame12.pgm,,,,,
nexigo,close,ir,ir/frame13.pgm,0.6864,236.6,77.9,511.0,352.3
nexigo,close,ir,ir/frame14.pgm,,,,,
nexigo,close,ir,ir/frame15.pgm,0.7336,234.3,76.5,511.2,353.4
nexigo,close,ir,ir/frame16.pgm,,,,,
nexigo,close,ir,ir/frame17.pgm,0.7503,232.6,75.7,512.1,355.2
nexigo,close,ir,ir/frame18.pgm,,,,,
nexigo,close,ir,ir/frame19.pgm,0.7386,235.5,78.9,508.1,351.4
nexigo,close,ir,ir/frame20.pgm,,,,,
nexigo,close,ir,ir/frame21.pgm,0.7149,237.9,81.9,504.3,348.3
nexigo,close,ir,ir/frame22.pgm,,,,,
nexigo,close,ir,ir/frame23.pgm,0.7135,229.1,78.3,501.9,351.0
nexigo,far,rgb,rgb/rgb00.ppm,0.8236,266.7,184.8,350.2,268.2
nexigo,far,rgb,rgb/rgb01.ppm,0.8620,266.0,185.0,349.8,268.7
nexigo,far,rgb,rgb/rgb02.ppm,0.8767,266.0,184.6,351.8,270.4
nexigo,far,rgb,rgb/rgb03.ppm,0.8796,266.9,185.3,351.1,269.5
nexigo,far,rgb,rgb/rgb04.ppm,0.8823,267.2,185.7,350.9,269.3
nexigo,far,rgb,rgb/rgb05.ppm,0.8499,267.1,184.8,351.7,269.4
nexigo,far,rgb,rgb/rgb06.ppm,0.8563,267.0,184.4,352.4,269.8
nexigo,far,rgb,rgb/rgb07.ppm,0.8413,267.1,184.3,352.7,269.9
nexigo,far,ir,ir/frame00.pgm,,,,,
nexigo,far,ir,ir/frame01.pgm,0.9088,292.4,124.6,375.5,207.6
nexigo,far,ir,ir/frame02.pgm,,,,,
nexigo,far,ir,ir/frame03.pgm,0.8928,292.3,125.1,374.8,207.6
nexigo,far,ir,ir/frame04.pgm,,,,,
nexigo,far,ir,ir/frame05.pgm,0.8767,292.3,125.6,374.2,207.5
nexigo,far,ir,ir/frame06.pgm,,,,,
nexigo,far,ir,ir/frame07.pgm,0.8680,292.1,125.5,374.2,207.6
nexigo,far,ir,ir/frame08.pgm,,,,,
nexigo,far,ir,ir/frame09.pgm,0.8584,291.5,125.1,374.6,208.1
nexigo,far,ir,ir/frame10.pgm,,,,,
nexigo,far,ir,ir/frame11.pgm,0.8724,291.1,124.3,375.3,208.5
nexigo,far,ir,ir/frame12.pgm,,,,,
nexigo,far,ir,ir/frame13.pgm,0.8574,291.6,125.1,374.4,207.9
nexigo,far,ir,ir/frame14.pgm,,,,,
nexigo,far,ir,ir/frame15.pgm,0.8647,294.7,133.4,373.8,212.5
nexigo,far,ir,ir/frame16.pgm,,,,,
nexigo,far,ir,ir/frame17.pgm,0.8711,291.3,125.0,374.9,208.6
nexigo,far,ir,ir/frame18.pgm,,,,,
nexigo,far,ir,ir/frame19.pgm,0.8571,292.2,125.5,374.2,207.4
nexigo,far,ir,ir/frame20.pgm,,,,,
nexigo,far,ir,ir/frame21.pgm,0.8594,291.8,125.0,374.6,207.8
nexigo,far,ir,ir/frame22.pgm,,,,,
nexigo,far,ir,ir/frame23.pgm,0.8600,291.8,125.4,374.2,207.8
nexigo,frontal,rgb,rgb/rgb00.ppm,0.9057,260.3,191.3,413.4,344.4
nexigo,frontal,rgb,rgb/rgb01.ppm,0.9567,252.3,184.8,397.7,330.2
nexigo,frontal,rgb,rgb/rgb02.ppm,0.9598,252.4,184.4,397.5,329.5
nexigo,frontal,rgb,rgb/rgb03.ppm,0.9642,251.9,184.6,397.7,330.3
nexigo,frontal,rgb,rgb/rgb04.ppm,0.9632,251.8,184.7,397.9,330.8
nexigo,frontal,rgb,rgb/rgb05.ppm,0.9573,251.7,184.4,398.5,331.1
nexigo,frontal,rgb,rgb/rgb06.ppm,0.9564,251.6,183.9,398.8,331.1
nexigo,frontal,rgb,rgb/rgb07.ppm,0.9513,251.8,183.3,399.2,330.7
nexigo,frontal,ir,ir/frame00.pgm,,,,,
nexigo,frontal,ir,ir/frame01.pgm,0.8777,283.9,129.1,431.5,276.7
nexigo,frontal,ir,ir/frame02.pgm,,,,,
nexigo,frontal,ir,ir/frame03.pgm,0.8682,284.4,129.3,430.8,275.8
nexigo,frontal,ir,ir/frame04.pgm,,,,,
nexigo,frontal,ir,ir/frame05.pgm,0.8673,283.8,128.7,431.5,276.4
nexigo,frontal,ir,ir/frame06.pgm,,,,,
nexigo,frontal,ir,ir/frame07.pgm,0.8638,280.0,127.8,426.0,273.8
nexigo,frontal,ir,ir/frame08.pgm,,,,,
nexigo,frontal,ir,ir/frame09.pgm,0.8575,280.6,128.4,425.4,273.1
nexigo,frontal,ir,ir/frame10.pgm,,,,,
nexigo,frontal,ir,ir/frame11.pgm,0.8592,280.2,128.1,425.6,273.4
nexigo,frontal,ir,ir/frame12.pgm,,,,,
nexigo,frontal,ir,ir/frame13.pgm,0.8757,280.8,128.9,424.8,273.0
nexigo,frontal,ir,ir/frame14.pgm,,,,,
nexigo,frontal,ir,ir/frame15.pgm,0.8824,280.4,128.6,425.3,273.5
nexigo,frontal,ir,ir/frame16.pgm,,,,,
nexigo,frontal,ir,ir/frame17.pgm,0.8795,280.5,128.8,425.0,273.4
nexigo,frontal,ir,ir/frame18.pgm,,,,,
nexigo,frontal,ir,ir/frame19.pgm,0.8813,280.8,129.0,424.9,273.1
nexigo,frontal,ir,ir/frame20.pgm,,,,,
nexigo,frontal,ir,ir/frame21.pgm,0.8795,280.7,128.9,425.1,273.3
nexigo,frontal,ir,ir/frame22.pgm,,,,,
nexigo,frontal,ir,ir/frame23.pgm,0.8737,280.8,129.0,425.1,273.3
nexigo,glasses-on,rgb,rgb/rgb00.ppm,0.9392,275.3,196.1,420.7,341.5
nexigo,glasses-on,rgb,rgb/rgb01.ppm,0.9330,272.0,194.0,422.5,344.5
nexigo,glasses-on,rgb,rgb/rgb02.ppm,0.9444,273.6,195.2,422.4,344.0
nexigo,glasses-on,rgb,rgb/rgb03.ppm,0.9451,272.9,196.0,422.7,345.7
nexigo,glasses-on,rgb,rgb/rgb04.ppm,0.9398,272.4,196.0,422.7,346.3
nexigo,glasses-on,rgb,rgb/rgb05.ppm,0.9463,272.5,196.2,422.3,345.9
nexigo,glasses-on,rgb,rgb/rgb06.ppm,0.9483,273.0,196.3,422.3,345.6
nexigo,glasses-on,rgb,rgb/rgb07.ppm,0.9527,271.9,195.6,423.6,347.4
nexigo,glasses-on,ir,ir/frame00.pgm,,,,,
nexigo,glasses-on,ir,ir/frame01.pgm,0.9520,304.5,132.7,450.1,278.3
nexigo,glasses-on,ir,ir/frame02.pgm,,,,,
nexigo,glasses-on,ir,ir/frame03.pgm,0.9081,306.9,130.1,450.2,273.5
nexigo,glasses-on,ir,ir/frame04.pgm,,,,,
nexigo,glasses-on,ir,ir/frame05.pgm,0.8991,304.3,127.7,451.2,274.5
nexigo,glasses-on,ir,ir/frame06.pgm,,,,,
nexigo,glasses-on,ir,ir/frame07.pgm,0.9124,305.0,128.2,451.7,274.9
nexigo,glasses-on,ir,ir/frame08.pgm,,,,,
nexigo,glasses-on,ir,ir/frame09.pgm,0.9445,305.9,131.7,449.1,274.8
nexigo,glasses-on,ir,ir/frame10.pgm,,,,,
nexigo,glasses-on,ir,ir/frame11.pgm,0.9400,302.5,133.8,446.1,277.4
nexigo,glasses-on,ir,ir/frame12.pgm,,,,,
nexigo,glasses-on,ir,ir/frame13.pgm,0.9484,304.5,133.9,446.8,276.2
nexigo,glasses-on,ir,ir/frame14.pgm,,,,,
nexigo,glasses-on,ir,ir/frame15.pgm,0.9489,303.4,133.1,447.8,277.5
nexigo,glasses-on,ir,ir/frame16.pgm,,,,,
nexigo,glasses-on,ir,ir/frame17.pgm,0.9519,304.1,133.0,447.8,276.7
nexigo,glasses-on,ir,ir/frame18.pgm,,,,,
nexigo,glasses-on,ir,ir/frame19.pgm,0.9449,303.8,133.4,447.0,276.6
nexigo,glasses-on,ir,ir/frame20.pgm,,,,,
nexigo,glasses-on,ir,ir/frame21.pgm,0.9405,304.8,134.1,447.9,277.1
nexigo,glasses-on,ir,ir/frame22.pgm,,,,,
nexigo,glasses-on,ir,ir/frame23.pgm,0.9439,304.3,133.3,448.6,277.5
nexigo,sweep,rgb,rgb/rgb00.ppm,0.9239,250.0,192.3,402.0,344.2
nexigo,sweep,rgb,rgb/rgb01.ppm,0.7937,307.6,198.0,447.4,337.8
nexigo,sweep,rgb,rgb/rgb02.ppm,0.7950,223.7,190.0,375.4,341.8
nexigo,sweep,rgb,rgb/rgb03.ppm,0.8168,238.4,183.0,386.1,330.7
nexigo,sweep,rgb,rgb/rgb04.ppm,0.8364,263.6,184.2,401.7,322.3
nexigo,sweep,rgb,rgb/rgb05.ppm,0.9058,245.2,196.0,400.8,351.5
nexigo,sweep,rgb,rgb/rgb06.ppm,0.8336,307.0,197.7,446.8,337.5
nexigo,sweep,rgb,rgb/rgb07.ppm,0.8566,275.7,186.0,421.5,331.8
nexigo,sweep,ir,ir/frame00.pgm,,,,,
nexigo,sweep,ir,ir/frame01.pgm,,,,,
nexigo,sweep,ir,ir/frame02.pgm,,,,,
nexigo,sweep,ir,ir/frame03.pgm,0.6233,237.3,133.6,376.6,272.8
nexigo,sweep,ir,ir/frame04.pgm,,,,,
nexigo,sweep,ir,ir/frame05.pgm,0.7833,244.2,137.7,376.9,270.4
nexigo,sweep,ir,ir/frame06.pgm,,,,,
nexigo,sweep,ir,ir/frame07.pgm,0.7264,242.8,138.6,376.6,272.5
nexigo,sweep,ir,ir/frame08.pgm,,,,,
nexigo,sweep,ir,ir/frame09.pgm,0.7883,241.5,139.4,374.6,272.5
nexigo,sweep,ir,ir/frame10.pgm,,,,,
nexigo,sweep,ir,ir/frame11.pgm,0.7897,242.5,141.1,371.4,269.9
nexigo,sweep,ir,ir/frame12.pgm,,,,,
nexigo,sweep,ir,ir/frame13.pgm,0.7390,240.5,141.1,369.9,270.4
nexigo,sweep,ir,ir/frame14.pgm,,,,,
nexigo,sweep,ir,ir/frame15.pgm,0.7889,233.9,140.7,361.2,268.0
nexigo,sweep,ir,ir/frame16.pgm,,,,,
nexigo,sweep,ir,ir/frame17.pgm,0.8609,233.7,141.8,360.1,268.2
nexigo,sweep,ir,ir/frame18.pgm,,,,,
nexigo,sweep,ir,ir/frame19.pgm,0.8624,232.8,143.8,356.9,267.9
nexigo,sweep,ir,ir/frame20.pgm,,,,,
nexigo,sweep,ir,ir/frame21.pgm,0.7826,233.5,144.3,355.5,266.3
nexigo,sweep,ir,ir/frame22.pgm,,,,,
nexigo,sweep,ir,ir/frame23.pgm,0.7764,233.0,144.3,355.5,266.8
